Dex,MoveName,Method
101,"Light Screen","TM16"
101,"Protect","TM17"
101,"Rain Dance","TM18"
101,"Frustration","TM21"
101,"Thunderbolt","TM24"
101,"Thunder","TM25"
101,"Return","TM27"
101,"Double Team","TM32"
101,"Shock Wave","TM34"
101,"Torment","TM41"
101,"Facade","TM42"
101,"Secret Power","TM43"
101,"Rest","TM44"
101,"Thief","TM46"
239,"Focus Punch","TM01"
239,"Toxic","TM06"
239,"Hidden Power","TM10"
239,"Light Screen","TM16"
239,"Protect","TM17"
239,"Rain Dance","TM18"
239,"Frustration","TM21"
239,"Thunderbolt","TM24"
239,"Thunder","TM25"
239,"Return","TM27"
239,"Psychic","TM29"
239,"Brick Break","TM31"
239,"Double Team","TM32"
239,"Shock Wave","TM34"
239,"Facade","TM42"
239,"Secret Power","TM43"
239,"Rest","TM44"
239,"Attract","TM45"
239,"Thief","TM46"
244,"Calm Mind","TM04"
244,"Roar","TM05"
244,"Toxic","TM06"
244,"Hidden Power","TM10"
244,"Sunny Day","TM11"
244,"Hyper Beam","TM15"
244,"Protect","TM17"
244,"Rain Dance","TM18"
244,"Frustration","TM21"
244,"SolarBeam","TM22"
244,"Iron Tail","TM23"
244,"Return","TM27"
244,"Dig","TM28"
244,"Double Team","TM32"
244,"Reflect","TM33"
244,"Flamethrower","TM35"
244,"Sandstorm","TM37"
244,"Fire Blast","TM38"
244,"Facade","TM42"
244,"Secret Power","TM43"
244,"Rest","TM44"
196,"Calm Mind","TM04"
196,"Toxic","TM06"
196,"Hidden Power","TM10"
196,"Sunny Day","TM11"
196,"Hyper Beam","TM15"
196,"Light Screen","TM16"
196,"Protect","TM17"
196,"Rain Dance","TM18"
196,"Frustration","TM21"
196,"Iron Tail","TM23"
196,"Return","TM27"
196,"Dig","TM28"
196,"Psychic","TM29"
196,"Shadow Ball","TM30"
196,"Double Team","TM32"
196,"Reflect","TM33"
196,"Facade","TM42"
196,"Secret Power","TM43"
196,"Rest","TM44"
196,"Attract","TM45"
196,"Skill Swap","TM48"
102,"Toxic","TM06"
102,"Bullet Seed","TM09"
102,"Hidden Power","TM10"
102,"Sunny Day","TM11"
102,"Light Screen","TM16"
102,"Protect","TM17"
102,"Giga Drain","TM19"
102,"Frustration","TM21"
102,"SolarBeam","TM22"
102,"Return","TM27"
102,"Psychic","TM29"
102,"Double Team","TM32"
102,"Reflect","TM33"
102,"Sludge Bomb","TM36"
102,"Facade","TM42"
102,"Secret Power","TM43"
102,"Rest","TM44"
102,"Attract","TM45"
102,"Thief","TM46"
102,"Skill Swap","TM48"
103,"Toxic","TM06"
103,"Bullet Seed","TM09"
103,"Hidden Power","TM10"
103,"Sunny Day","TM11"
103,"Hyper Beam","TM15"
103,"Light Screen","TM16"
103,"Protect","TM17"
103,"Giga Drain","TM19"
103,"Frustration","TM21"
103,"SolarBeam","TM22"
103,"Return","TM27"
103,"Psychic","TM29"
103,"Double Team","TM32"
103,"Reflect","TM33"
103,"Sludge Bomb","TM36"
103,"Facade","TM42"
103,"Secret Power","TM43"
103,"Rest","TM44"
103,"Attract","TM45"
103,"Thief","TM46"
103,"Skill Swap","TM48"
295,"Water Pulse","TM03"
295,"Roar","TM05"
295,"Toxic","TM06"
295,"Hidden Power","TM10"
295,"Sunny Day","TM11"
295,"Taunt","TM12"
295,"Ice Beam","TM13"
295,"Blizzard","TM14"
295,"Hyper Beam","TM15"
295,"Protect","TM17"
295,"Rain Dance","TM18"
295,"Frustration","TM21"
295,"SolarBeam","TM22"
295,"Earthquake","TM26"
295,"Return","TM27"
295,"Shadow Ball","TM30"
295,"Brick Break","TM31"
295,"Double Team","TM32"
295,"Shock Wave","TM34"
295,"Flamethrower","TM35"
295,"Fire Blast","TM38"
295,"Torment","TM41"
295,"Facade","TM42"
295,"Secret Power","TM43"
295,"Rest","TM44"
295,"Attract","TM45"
295,"Overheat","TM50"
83,"Toxic","TM06"
83,"Hidden Power","TM10"
83,"Sunny Day","TM11"
83,"Protect","TM17"
83,"Frustration","TM21"
83,"Iron Tail","TM23"
83,"Return","TM27"
83,"Double Team","TM32"
83,"Aerial Ace","TM40"
83,"Facade","TM42"
83,"Secret Power","TM43"
83,"Rest","TM44"
83,"Attract","TM45"
83,"Thief","TM46"
83,"Steel Wing","TM47"
22,"Toxic","TM06"
22,"Hidden Power","TM10"
22,"Sunny Day","TM11"
22,"Hyper Beam","TM15"
22,"Protect","TM17"
22,"Rain Dance","TM18"
22,"Frustration","TM21"
22,"Return","TM27"
22,"Double Team","TM32"
22,"Aerial Ace","TM40"
22,"Facade","TM42"
22,"Secret Power","TM43"
22,"Rest","TM44"
22,"Attract","TM45"
22,"Thief","TM46"
22,"Steel Wing","TM47"
349,"Water Pulse","TM03"
349,"Toxic","TM06"
349,"Hail","TM07"
349,"Hidden Power","TM10"
349,"Ice Beam","TM13"
349,"Blizzard","TM14"
349,"Protect","TM17"
349,"Rain Dance","TM18"
349,"Frustration","TM21"
349,"Return","TM27"
349,"Double Team","TM32"
349,"Facade","TM42"
349,"Secret Power","TM43"
349,"Rest","TM44"
349,"Attract","TM45"
160,"Focus Punch","TM01"
160,"Dragon Claw","TM02"
160,"Water Pulse","TM03"
160,"Roar","TM05"
160,"Toxic","TM06"
160,"Hail","TM07"
160,"Hidden Power","TM10"
160,"Ice Beam","TM13"
160,"Blizzard","TM14"
160,"Hyper Beam","TM15"
160,"Protect","TM17"
160,"Rain Dance","TM18"
160,"Frustration","TM21"
160,"Iron Tail","TM23"
160,"Earthquake","TM26"
160,"Return","TM27"
160,"Dig","TM28"
160,"Brick Break","TM31"
160,"Double Team","TM32"
160,"Aerial Ace","TM40"
160,"Facade","TM42"
160,"Secret Power","TM43"
160,"Rest","TM44"
160,"Attract","TM45"
180,"Focus Punch","TM01"
180,"Toxic","TM06"
180,"Hidden Power","TM10"
180,"Light Screen","TM16"
180,"Protect","TM17"
180,"Rain Dance","TM18"
180,"Frustration","TM21"
180,"Iron Tail","TM23"
180,"Thunderbolt","TM24"
180,"Thunder","TM25"
180,"Return","TM27"
180,"Brick Break","TM31"
180,"Double Team","TM32"
180,"Shock Wave","TM34"
180,"Facade","TM42"
180,"Secret Power","TM43"
180,"Rest","TM44"
180,"Attract","TM45"
136,"Roar","TM05"
136,"Toxic","TM06"
136,"Hidden Power","TM10"
136,"Sunny Day","TM11"
136,"Hyper Beam","TM15"
136,"Protect","TM17"
136,"Rain Dance","TM18"
136,"Frustration","TM21"
136,"Iron Tail","TM23"
136,"Return","TM27"
136,"Dig","TM28"
136,"Shadow Ball","TM30"
136,"Double Team","TM32"
136,"Flamethrower","TM35"
136,"Fire Blast","TM38"
136,"Facade","TM42"
136,"Secret Power","TM43"
136,"Rest","TM44"
136,"Attract","TM45"
136,"Overheat","TM50"
330,"Dragon Claw","TM02"
330,"Toxic","TM06"
330,"Hidden Power","TM10"
330,"Sunny Day","TM11"
330,"Hyper Beam","TM15"
330,"Protect","TM17"
330,"Giga Drain","TM19"
330,"Frustration","TM21"
330,"SolarBeam","TM22"
330,"Iron Tail","TM23"
330,"Earthquake","TM26"
330,"Return","TM27"
330,"Dig","TM28"
330,"Double Team","TM32"
330,"Flamethrower","TM35"
330,"Sandstorm","TM37"
330,"Fire Blast","TM38"
330,"Rock Tomb","TM39"
330,"Facade","TM42"
330,"Secret Power","TM43"
330,"Rest","TM44"
330,"Attract","TM45"
330,"Steel Wing","TM47"
205,"Toxic","TM06"
205,"Hidden Power","TM10"
205,"Sunny Day","TM11"
205,"Hyper Beam","TM15"
205,"Light Screen","TM16"
205,"Protect","TM17"
205,"Giga Drain","TM19"
205,"Frustration","TM21"
205,"SolarBeam","TM22"
205,"Earthquake","TM26"
205,"Return","TM27"
205,"Dig","TM28"
205,"Double Team","TM32"
205,"Reflect","TM33"
205,"Sandstorm","TM37"
205,"Facade","TM42"
205,"Secret Power","TM43"
205,"Rest","TM44"
205,"Attract","TM45"
162,"Focus Punch","TM01"
162,"Water Pulse","TM03"
162,"Toxic","TM06"
162,"Hidden Power","TM10"
162,"Sunny Day","TM11"
162,"Ice Beam","TM13"
162,"Blizzard","TM14"
162,"Hyper Beam","TM15"
162,"Protect","TM17"
162,"Rain Dance","TM18"
162,"Frustration","TM21"
162,"SolarBeam","TM22"
162,"Iron Tail","TM23"
162,"Thunderbolt","TM24"
162,"Thunder","TM25"
162,"Return","TM27"
162,"Dig","TM28"
162,"Shadow Ball","TM30"
162,"Brick Break","TM31"
162,"Double Team","TM32"
162,"Shock Wave","TM34"
162,"Flamethrower","TM35"
162,"Facade","TM42"
162,"Secret Power","TM43"
162,"Rest","TM44"
162,"Attract","TM45"
162,"Thief","TM46"
282,"Calm Mind","TM04"
282,"Toxic","TM06"
282,"Hidden Power","TM10"
282,"Sunny Day","TM11"
282,"Taunt","TM12"
282,"Hyper Beam","TM15"
282,"Light Screen","TM16"
282,"Protect","TM17"
282,"Rain Dance","TM18"
282,"Safeguard","TM20"
282,"Frustration","TM21"
282,"Thunderbolt","TM24"
282,"Return","TM27"
282,"Psychic","TM29"
282,"Shadow Ball","TM30"
282,"Double Team","TM32"
282,"Reflect","TM33"
282,"Shock Wave","TM34"
282,"Torment","TM41"
282,"Facade","TM42"
282,"Secret Power","TM43"
282,"Rest","TM44"
282,"Attract","TM45"
282,"Thief","TM46"
282,"Skill Swap","TM48"
282,"Snatch","TM49"
92,"Toxic","TM06"
92,"Hidden Power","TM10"
92,"Sunny Day","TM11"
92,"Taunt","TM12"
92,"Protect","TM17"
92,"Rain Dance","TM18"
92,"Giga Drain","TM19"
92,"Frustration","TM21"
92,"Thunderbolt","TM24"
92,"Return","TM27"
92,"Psychic","TM29"
92,"Shadow Ball","TM30"
92,"Double Team","TM32"
92,"Sludge Bomb","TM36"
92,"Torment","TM41"
92,"Facade","TM42"
92,"Secret Power","TM43"
92,"Rest","TM44"
92,"Attract","TM45"
92,"Thief","TM46"
92,"Skill Swap","TM48"
92,"Snatch","TM49"
94,"Focus Punch","TM01"
94,"Toxic","TM06"
94,"Hidden Power","TM10"
94,"Sunny Day","TM11"
94,"Taunt","TM12"
94,"Hyper Beam","TM15"
94,"Protect","TM17"
94,"Rain Dance","TM18"
94,"Giga Drain","TM19"
94,"Frustration","TM21"
94,"Thunderbolt","TM24"
94,"Thunder","TM25"
94,"Return","TM27"
94,"Psychic","TM29"
94,"Shadow Ball","TM30"
94,"Brick Break","TM31"
94,"Double Team","TM32"
94,"Sludge Bomb","TM36"
94,"Torment","TM41"
94,"Facade","TM42"
94,"Secret Power","TM43"
94,"Rest","TM44"
94,"Attract","TM45"
94,"Thief","TM46"
94,"Skill Swap","TM48"
94,"Snatch","TM49"
74,"Focus Punch","TM01"
74,"Toxic","TM06"
74,"Hidden Power","TM10"
74,"Sunny Day","TM11"
74,"Protect","TM17"
74,"Frustration","TM21"
74,"Earthquake","TM26"
74,"Return","TM27"
74,"Dig","TM28"
74,"Brick Break","TM31"
74,"Double Team","TM32"
74,"Flamethrower","TM35"
74,"Sandstorm","TM37"
74,"Fire Blast","TM38"
74,"Rock Tomb","TM39"
74,"Facade","TM42"
74,"Secret Power","TM43"
74,"Rest","TM44"
74,"Attract","TM45"
203,"Calm Mind","TM04"
203,"Toxic","TM06"
203,"Hidden Power","TM10"
203,"Sunny Day","TM11"
203,"Light Screen","TM16"
203,"Protect","TM17"
203,"Rain Dance","TM18"
203,"Frustration","TM21"
203,"Iron Tail","TM23"
203,"Thunderbolt","TM24"
203,"Thunder","TM25"
203,"Earthquake","TM26"
203,"Return","TM27"
203,"Psychic","TM29"
203,"Shadow Ball","TM30"
203,"Double Team","TM32"
203,"Reflect","TM33"
203,"Shock Wave","TM34"
203,"Facade","TM42"
203,"Secret Power","TM43"
203,"Rest","TM44"
203,"Attract","TM45"
203,"Thief","TM46"
203,"Skill Swap","TM48"
362,"Water Pulse","TM03"
362,"Toxic","TM06"
362,"Hail","TM07"
362,"Hidden Power","TM10"
362,"Taunt","TM12"
362,"Ice Beam","TM13"
362,"Blizzard","TM14"
362,"Hyper Beam","TM15"
362,"Light Screen","TM16"
362,"Protect","TM17"
362,"Rain Dance","TM18"
362,"Safeguard","TM20"
362,"Frustration","TM21"
362,"Earthquake","TM26"
362,"Return","TM27"
362,"Shadow Ball","TM30"
362,"Double Team","TM32"
362,"Torment","TM41"
362,"Facade","TM42"
362,"Secret Power","TM43"
362,"Rest","TM44"
362,"Attract","TM45"
207,"Toxic","TM06"
207,"Hidden Power","TM10"
207,"Sunny Day","TM11"
207,"Protect","TM17"
207,"Rain Dance","TM18"
207,"Frustration","TM21"
207,"Iron Tail","TM23"
207,"Earthquake","TM26"
207,"Return","TM27"
207,"Dig","TM28"
207,"Double Team","TM32"
207,"Sludge Bomb","TM36"
207,"Sandstorm","TM37"
207,"Rock Tomb","TM39"
207,"Aerial Ace","TM40"
207,"Facade","TM42"
207,"Secret Power","TM43"
207,"Rest","TM44"
207,"Attract","TM45"
207,"Thief","TM46"
207,"Steel Wing","TM47"
44,"Toxic","TM06"
44,"Bullet Seed","TM09"
44,"Hidden Power","TM10"
44,"Sunny Day","TM11"
44,"Protect","TM17"
44,"Giga Drain","TM19"
44,"Frustration","TM21"
44,"SolarBeam","TM22"
44,"Return","TM27"
44,"Double Team","TM32"
44,"Sludge Bomb","TM36"
44,"Facade","TM42"
44,"Secret Power","TM43"
44,"Rest","TM44"
44,"Attract","TM45"
42,"Toxic","TM06"
42,"Hidden Power","TM10"
42,"Sunny Day","TM11"
42,"Taunt","TM12"
42,"Hyper Beam","TM15"
42,"Protect","TM17"
42,"Rain Dance","TM18"
42,"Giga Drain","TM19"
42,"Frustration","TM21"
42,"Return","TM27"
42,"Shadow Ball","TM30"
42,"Double Team","TM32"
42,"Sludge Bomb","TM36"
42,"Aerial Ace","TM40"
42,"Torment","TM41"
42,"Facade","TM42"
42,"Secret Power","TM43"
42,"Rest","TM44"
42,"Attract","TM45"
42,"Thief","TM46"
42,"Steel Wing","TM47"
42,"Snatch","TM49"
118,"Water Pulse","TM03"
118,"Toxic","TM06"
118,"Hail","TM07"
118,"Hidden Power","TM10"
118,"Ice Beam","TM13"
118,"Blizzard","TM14"
118,"Protect","TM17"
118,"Rain Dance","TM18"
118,"Frustration","TM21"
118,"Return","TM27"
118,"Double Team","TM32"
118,"Facade","TM42"
118,"Secret Power","TM43"
118,"Rest","TM44"
118,"Attract","TM45"
55,"Focus Punch","TM01"
55,"Water Pulse","TM03"
55,"Calm Mind","TM04"
55,"Toxic","TM06"
55,"Hail","TM07"
55,"Hidden Power","TM10"
55,"Ice Beam","TM13"
55,"Blizzard","TM14"
55,"Hyper Beam","TM15"
55,"Protect","TM17"
55,"Rain Dance","TM18"
55,"Frustration","TM21"
55,"Iron Tail","TM23"
55,"Return","TM27"
55,"Dig","TM28"
55,"Brick Break","TM31"
55,"Double Team","TM32"
55,"Aerial Ace","TM40"
55,"Facade","TM42"
55,"Secret Power","TM43"
55,"Rest","TM44"
55,"Attract","TM45"
76,"Focus Punch","TM01"
76,"Roar","TM05"
76,"Toxic","TM06"
76,"Hidden Power","TM10"
76,"Sunny Day","TM11"
76,"Hyper Beam","TM15"
76,"Protect","TM17"
76,"Frustration","TM21"
76,"Earthquake","TM26"
76,"Return","TM27"
76,"Dig","TM28"
76,"Brick Break","TM31"
76,"Double Team","TM32"
76,"Flamethrower","TM35"
76,"Sandstorm","TM37"
76,"Fire Blast","TM38"
76,"Rock Tomb","TM39"
76,"Facade","TM42"
76,"Secret Power","TM43"
76,"Rest","TM44"
76,"Attract","TM45"
368,"Water Pulse","TM03"
368,"Toxic","TM06"
368,"Hail","TM07"
368,"Hidden Power","TM10"
368,"Ice Beam","TM13"
368,"Blizzard","TM14"
368,"Hyper Beam","TM15"
368,"Protect","TM17"
368,"Rain Dance","TM18"
368,"Safeguard","TM20"
368,"Frustration","TM21"
368,"Return","TM27"
368,"Psychic","TM29"
368,"Shadow Ball","TM30"
368,"Double Team","TM32"
368,"Facade","TM42"
368,"Secret Power","TM43"
368,"Rest","TM44"
368,"Attract","TM45"
210,"Focus Punch","TM01"
210,"Water Pulse","TM03"
210,"Roar","TM05"
210,"Toxic","TM06"
210,"Bulk Up","TM08"
210,"Hidden Power","TM10"
210,"Sunny Day","TM11"
210,"Taunt","TM12"
210,"Hyper Beam","TM15"
210,"Protect","TM17"
210,"Rain Dance","TM18"
210,"Frustration","TM21"
210,"SolarBeam","TM22"
210,"Iron Tail","TM23"
210,"Thunderbolt","TM24"
210,"Thunder","TM25"
210,"Earthquake","TM26"
210,"Return","TM27"
210,"Dig","TM28"
210,"Shadow Ball","TM30"
210,"Brick Break","TM31"
210,"Double Team","TM32"
210,"Shock Wave","TM34"
210,"Flamethrower","TM35"
210,"Sludge Bomb","TM36"
210,"Fire Blast","TM38"
210,"Rock Tomb","TM39"
210,"Torment","TM41"
210,"Facade","TM42"
210,"Secret Power","TM43"
210,"Rest","TM44"
210,"Attract","TM45"
210,"Thief","TM46"
210,"Overheat","TM50"
75,"Focus Punch","TM01"
75,"Toxic","TM06"
75,"Hidden Power","TM10"
75,"Sunny Day","TM11"
75,"Protect","TM17"
75,"Frustration","TM21"
75,"Earthquake","TM26"
75,"Return","TM27"
75,"Dig","TM28"
75,"Brick Break","TM31"
75,"Double Team","TM32"
75,"Flamethrower","TM35"
75,"Sandstorm","TM37"
75,"Fire Blast","TM38"
75,"Rock Tomb","TM39"
75,"Facade","TM42"
75,"Secret Power","TM43"
75,"Rest","TM44"
75,"Attract","TM45"
88,"Toxic","TM06"
88,"Hidden Power","TM10"
88,"Sunny Day","TM11"
88,"Taunt","TM12"
88,"Protect","TM17"
88,"Rain Dance","TM18"
88,"Giga Drain","TM19"
88,"Frustration","TM21"
88,"Thunderbolt","TM24"
88,"Thunder","TM25"
88,"Return","TM27"
88,"Dig","TM28"
88,"Double Team","TM32"
88,"Shock Wave","TM34"
88,"Flamethrower","TM35"
88,"Sludge Bomb","TM36"
88,"Fire Blast","TM38"
88,"Rock Tomb","TM39"
88,"Torment","TM41"
88,"Facade","TM42"
88,"Secret Power","TM43"
88,"Rest","TM44"
88,"Attract","TM45"
88,"Thief","TM46"
383,"Dragon Claw","TM02"
383,"Roar","TM05"
383,"Toxic","TM06"
383,"Bulk Up","TM08"
383,"Hidden Power","TM10"
383,"Sunny Day","TM11"
383,"Hyper Beam","TM15"
383,"Protect","TM17"
383,"Safeguard","TM20"
383,"Frustration","TM21"
383,"SolarBeam","TM22"
383,"Iron Tail","TM23"
383,"Thunderbolt","TM24"
383,"Thunder","TM25"
383,"Earthquake","TM26"
383,"Return","TM27"
383,"Dig","TM28"
383,"Brick Break","TM31"
383,"Double Team","TM32"
383,"Shock Wave","TM34"
383,"Flamethrower","TM35"
383,"Sandstorm","TM37"
383,"Fire Blast","TM38"
383,"Rock Tomb","TM39"
383,"Aerial Ace","TM40"
383,"Facade","TM42"
383,"Secret Power","TM43"
383,"Rest","TM44"
383,"Overheat","TM50"
253,"Focus Punch","TM01"
253,"Toxic","TM06"
253,"Bullet Seed","TM09"
253,"Hidden Power","TM10"
253,"Sunny Day","TM11"
253,"Protect","TM17"
253,"Giga Drain","TM19"
253,"Safeguard","TM20"
253,"Frustration","TM21"
253,"SolarBeam","TM22"
253,"Iron Tail","TM23"
253,"Return","TM27"
253,"Dig","TM28"
253,"Brick Break","TM31"
253,"Double Team","TM32"
253,"Rock Tomb","TM39"
253,"Aerial Ace","TM40"
253,"Facade","TM42"
253,"Secret Power","TM43"
253,"Rest","TM44"
253,"Attract","TM45"
58,"Roar","TM05"
58,"Toxic","TM06"
58,"Hidden Power","TM10"
58,"Sunny Day","TM11"
58,"Protect","TM17"
58,"Frustration","TM21"
58,"Iron Tail","TM23"
58,"Return","TM27"
58,"Dig","TM28"
58,"Double Team","TM32"
58,"Flamethrower","TM35"
58,"Fire Blast","TM38"
58,"Aerial Ace","TM40"
58,"Facade","TM42"
58,"Secret Power","TM43"
58,"Rest","TM44"
58,"Attract","TM45"
58,"Thief","TM46"
58,"Overheat","TM50"
326,"Focus Punch","TM01"
326,"Calm Mind","TM04"
326,"Toxic","TM06"
326,"Hidden Power","TM10"
326,"Sunny Day","TM11"
326,"Taunt","TM12"
326,"Hyper Beam","TM15"
326,"Light Screen","TM16"
326,"Protect","TM17"
326,"Rain Dance","TM18"
326,"Frustration","TM21"
326,"Iron Tail","TM23"
326,"Return","TM27"
326,"Psychic","TM29"
326,"Shadow Ball","TM30"
326,"Double Team","TM32"
326,"Reflect","TM33"
326,"Shock Wave","TM34"
326,"Torment","TM41"
326,"Facade","TM42"
326,"Secret Power","TM43"
326,"Rest","TM44"
326,"Attract","TM45"
326,"Thief","TM46"
326,"Skill Swap","TM48"
326,"Snatch","TM49"
316,"Water Pulse","TM03"
316,"Toxic","TM06"
316,"Bullet Seed","TM09"
316,"Hidden Power","TM10"
316,"Sunny Day","TM11"
316,"Ice Beam","TM13"
316,"Protect","TM17"
316,"Rain Dance","TM18"
316,"Giga Drain","TM19"
316,"Frustration","TM21"
316,"SolarBeam","TM22"
316,"Return","TM27"
316,"Shadow Ball","TM30"
316,"Double Team","TM32"
316,"Shock Wave","TM34"
316,"Sludge Bomb","TM36"
316,"Facade","TM42"
316,"Secret Power","TM43"
316,"Rest","TM44"
316,"Attract","TM45"
316,"Snatch","TM49"
130,"Water Pulse","TM03"
130,"Roar","TM05"
130,"Toxic","TM06"
130,"Hail","TM07"
130,"Hidden Power","TM10"
130,"Taunt","TM12"
130,"Ice Beam","TM13"
130,"Blizzard","TM14"
130,"Hyper Beam","TM15"
130,"Protect","TM17"
130,"Rain Dance","TM18"
130,"Frustration","TM21"
130,"Thunderbolt","TM24"
130,"Thunder","TM25"
130,"Earthquake","TM26"
130,"Return","TM27"
130,"Double Team","TM32"
130,"Flamethrower","TM35"
130,"Sandstorm","TM37"
130,"Fire Blast","TM38"
130,"Torment","TM41"
130,"Facade","TM42"
130,"Secret Power","TM43"
130,"Rest","TM44"
130,"Attract","TM45"
297,"Focus Punch","TM01"
297,"Toxic","TM06"
297,"Bulk Up","TM08"
297,"Hidden Power","TM10"
297,"Sunny Day","TM11"
297,"Hyper Beam","TM15"
297,"Protect","TM17"
297,"Rain Dance","TM18"
297,"Frustration","TM21"
297,"Earthquake","TM26"
297,"Return","TM27"
297,"Dig","TM28"
297,"Brick Break","TM31"
297,"Double Team","TM32"
297,"Rock Tomb","TM39"
297,"Facade","TM42"
297,"Secret Power","TM43"
297,"Rest","TM44"
297,"Attract","TM45"
93,"Toxic","TM06"
93,"Hidden Power","TM10"
93,"Sunny Day","TM11"
93,"Taunt","TM12"
93,"Protect","TM17"
93,"Rain Dance","TM18"
93,"Giga Drain","TM19"
93,"Frustration","TM21"
93,"Thunderbolt","TM24"
93,"Return","TM27"
93,"Psychic","TM29"
93,"Shadow Ball","TM30"
93,"Double Team","TM32"
93,"Sludge Bomb","TM36"
93,"Torment","TM41"
93,"Facade","TM42"
93,"Secret Power","TM43"
93,"Rest","TM44"
93,"Attract","TM45"
93,"Thief","TM46"
93,"Skill Swap","TM48"
93,"Snatch","TM49"
214,"Focus Punch","TM01"
214,"Toxic","TM06"
214,"Bulk Up","TM08"
214,"Hidden Power","TM10"
214,"Sunny Day","TM11"
214,"Hyper Beam","TM15"
214,"Protect","TM17"
214,"Rain Dance","TM18"
214,"Frustration","TM21"
214,"Earthquake","TM26"
214,"Return","TM27"
214,"Dig","TM28"
214,"Brick Break","TM31"
214,"Double Team","TM32"
214,"Rock Tomb","TM39"
214,"Facade","TM42"
214,"Secret Power","TM43"
214,"Rest","TM44"
214,"Attract","TM45"
214,"Thief","TM46"
107,"Focus Punch","TM01"
107,"Toxic","TM06"
107,"Bulk Up","TM08"
107,"Hidden Power","TM10"
107,"Sunny Day","TM11"
107,"Protect","TM17"
107,"Rain Dance","TM18"
107,"Frustration","TM21"
107,"Earthquake","TM26"
107,"Return","TM27"
107,"Brick Break","TM31"
107,"Double Team","TM32"
107,"Rock Tomb","TM39"
107,"Facade","TM42"
107,"Secret Power","TM43"
107,"Rest","TM44"
107,"Attract","TM45"
107,"Thief","TM46"
106,"Focus Punch","TM01"
106,"Toxic","TM06"
106,"Bulk Up","TM08"
106,"Hidden Power","TM10"
106,"Sunny Day","TM11"
106,"Protect","TM17"
106,"Rain Dance","TM18"
106,"Frustration","TM21"
106,"Earthquake","TM26"
106,"Return","TM27"
106,"Brick Break","TM31"
106,"Double Team","TM32"
106,"Rock Tomb","TM39"
106,"Facade","TM42"
106,"Secret Power","TM43"
106,"Rest","TM44"
106,"Attract","TM45"
106,"Thief","TM46"
237,"Toxic","TM06"
237,"Bulk Up","TM08"
237,"Hidden Power","TM10"
237,"Sunny Day","TM11"
237,"Protect","TM17"
237,"Rain Dance","TM18"
237,"Frustration","TM21"
237,"Earthquake","TM26"
237,"Return","TM27"
237,"Dig","TM28"
237,"Brick Break","TM31"
237,"Double Team","TM32"
237,"Sandstorm","TM37"
237,"Facade","TM42"
237,"Secret Power","TM43"
237,"Rest","TM44"
237,"Attract","TM45"
237,"Thief","TM46"
250,"Calm Mind","TM04"
250,"Roar","TM05"
250,"Toxic","TM06"
250,"Hidden Power","TM10"
250,"Sunny Day","TM11"
250,"Hyper Beam","TM15"
250,"Light Screen","TM16"
250,"Protect","TM17"
250,"Rain Dance","TM18"
250,"Giga Drain","TM19"
250,"Safeguard","TM20"
250,"Frustration","TM21"
250,"SolarBeam","TM22"
250,"Thunderbolt","TM24"
250,"Thunder","TM25"
250,"Earthquake","TM26"
250,"Return","TM27"
250,"Psychic","TM29"
250,"Shadow Ball","TM30"
250,"Double Team","TM32"
250,"Reflect","TM33"
250,"Shock Wave","TM34"
250,"Flamethrower","TM35"
250,"Sandstorm","TM37"
250,"Fire Blast","TM38"
250,"Aerial Ace","TM40"
250,"Facade","TM42"
250,"Secret Power","TM43"
250,"Rest","TM44"
250,"Steel Wing","TM47"
250,"Overheat","TM50"
163,"Toxic","TM06"
163,"Hidden Power","TM10"
163,"Sunny Day","TM11"
163,"Protect","TM17"
163,"Rain Dance","TM18"
163,"Frustration","TM21"
163,"Return","TM27"
163,"Psychic","TM29"
163,"Shadow Ball","TM30"
163,"Double Team","TM32"
163,"Reflect","TM33"
163,"Aerial Ace","TM40"
163,"Facade","TM42"
163,"Secret Power","TM43"
163,"Rest","TM44"
163,"Attract","TM45"
163,"Thief","TM46"
163,"Steel Wing","TM47"
187,"Toxic","TM06"
187,"Bullet Seed","TM09"
187,"Hidden Power","TM10"
187,"Sunny Day","TM11"
187,"Protect","TM17"
187,"Giga Drain","TM19"
187,"Frustration","TM21"
187,"SolarBeam","TM22"
187,"Return","TM27"
187,"Double Team","TM32"
187,"Aerial Ace","TM40"
187,"Facade","TM42"
187,"Secret Power","TM43"
187,"Rest","TM44"
187,"Attract","TM45"
116,"Water Pulse","TM03"
116,"Toxic","TM06"
116,"Hail","TM07"
116,"Hidden Power","TM10"
116,"Ice Beam","TM13"
116,"Blizzard","TM14"
116,"Protect","TM17"
116,"Rain Dance","TM18"
116,"Frustration","TM21"
116,"Return","TM27"
116,"Double Team","TM32"
116,"Facade","TM42"
116,"Secret Power","TM43"
116,"Rest","TM44"
116,"Attract","TM45"
229,"Roar","TM05"
229,"Toxic","TM06"
229,"Hidden Power","TM10"
229,"Sunny Day","TM11"
229,"Taunt","TM12"
229,"Hyper Beam","TM15"
229,"Protect","TM17"
229,"Frustration","TM21"
229,"SolarBeam","TM22"
229,"Iron Tail","TM23"
229,"Return","TM27"
229,"Shadow Ball","TM30"
229,"Double Team","TM32"
229,"Flamethrower","TM35"
229,"Sludge Bomb","TM36"
229,"Fire Blast","TM38"
229,"Torment","TM41"
229,"Facade","TM42"
229,"Secret Power","TM43"
229,"Rest","TM44"
