NDex#,Move
209,"Fire Punch"
209,"Flamethrower"
209,"Focus Punch"
209,"Frustration"
209,"Headbutt"
209,"Heal Bell"
209,"Hidden Power"
209,"Hyper Voice"
209,"Ice Punch"
209,"Leer"
209,"Lick"
209,"Low Kick"
209,"Mega Kick"
209,"Mega Punch"
209,"Metronome"
209,"Mimic"
209,"Mud-Slap"
209,"Overheat"
209,"Present"
209,"Protect"
209,"Rage"
209,"Rain Dance"
209,"Reflect"
209,"Rest"
209,"Return"
209,"Roar"
209,"Rock Smash"
209,"Scary Face"
209,"Secret Power"
209,"Seismic Toss"
209,"Shadow Ball"
209,"Shock Wave"
209,"Sleep Talk"
209,"Sludge Bomb"
209,"Smelling Salts"
209,"Snore"
209,"Solar Beam"
209,"Strength"
209,"Substitute"
209,"Sunny Day"
209,"Super Fang"
209,"Superpower"
209,"Swagger"
209,"Tackle"
209,"Tail Whip"
209,"Take Down"
209,"Taunt"
209,"Thief"
209,"Thunder"
209,"Thunderbolt"
209,"Thunder Punch"
209,"Thunder Wave"
209,"Torment"
209,"Toxic"
209,"Water Pulse"
209,"Zap Cannon"
210,"Attract"
210,"Bite"
210,"Body Slam"
210,"Brick Break"
210,"Bulk Up"
210,"Charm"
210,"Counter"
210,"Covet"
210,"Crunch"
210,"Curse"
210,"Defense Curl"
210,"Detect"
210,"Dig"
210,"Double-Edge"
210,"Double Team"
210,"Dynamic Punch"
210,"Earthquake"
210,"Endure"
210,"Facade"
210,"Fire Blast"
210,"Fire Punch"
210,"Flamethrower"
210,"Focus Punch"
210,"Frustration"
210,"Headbutt"
210,"Heal Bell"
210,"Hidden Power"
210,"Hyper Beam"
210,"Hyper Voice"
210,"Ice Punch"
210,"Iron Tail"
210,"Lick"
210,"Low Kick"
210,"Mega Kick"
210,"Mega Punch"
210,"Metronome"
210,"Mimic"
210,"Mud-Slap"
210,"Outrage"
210,"Overheat"
210,"Protect"
210,"Rage"
210,"Rain Dance"
210,"Reflect"
210,"Rest"
210,"Return"
210,"Roar"
210,"Rock Slide"
210,"Rock Smash"
210,"Rock Tomb"
210,"Scary Face"
210,"Secret Power"
210,"Seismic Toss"
210,"Shadow Ball"
210,"Shock Wave"
210,"Sleep Talk"
210,"Sludge Bomb"
210,"Snore"
210,"Solar Beam"
210,"Strength"
210,"Substitute"
210,"Sunny Day"
210,"Super Fang"
210,"Superpower"
210,"Swagger"
210,"Tackle"
210,"Tail Whip"
210,"Take Down"
210,"Taunt"
210,"Thief"
210,"Thunder"
210,"Thunderbolt"
210,"Thunder Punch"
210,"Thunder Wave"
210,"Torment"
210,"Toxic"
210,"Water Pulse"
210,"Zap Cannon"
211,"Astonish"
211,"Attract"
211,"Blizzard"
211,"Bounce"
211,"Bubble"
211,"Bubble Beam"
211,"Curse"
211,"Defense Curl"
211,"Destiny Bond"
211,"Dive"
211,"Double-Edge"
211,"Double Team"
211,"Endure"
211,"Explosion"
211,"Facade"
211,"Flail"
211,"Frustration"
211,"Hail"
211,"Harden"
211,"Haze"
211,"Headbutt"
211,"Hidden Power"
211,"Hydro Pump"
211,"Ice Beam"
211,"Icy Wind"
211,"Mimic"
211,"Minimize"
211,"Pain Split"
211,"Pin Missile"
211,"Poison Sting"
211,"Protect"
211,"Rain Dance"
211,"Rest"
211,"Return"
211,"Revenge"
211,"Reversal"
211,"Rollout"
211,"Scary Face"
211,"Secret Power"
211,"Self-Destruct"
211,"Shadow Ball"
211,"Shock Wave"
211,"Signal Beam"
211,"Sleep Talk"
211,"Sludge Bomb"
211,"Snore"
211,"Spikes"
211,"Spit Up"
211,"Stockpile"
211,"Substitute"
211,"Supersonic"
211,"Surf"
211,"Swagger"
211,"Swift"
211,"Swords Dance"
211,"Tackle"
211,"Take Down"
211,"Taunt"
211,"Thunder Wave"
211,"Toxic"
211,"Waterfall"
211,"Water Gun"
211,"Water Pulse"
211,"Whirlpool"
212,"Aerial Ace"
212,"Agility"
212,"Attract"
212,"Baton Pass"
212,"Brick Break"
212,"Counter"
212,"Curse"
212,"Cut"
212,"Detect"
212,"Double-Edge"
212,"Double Team"
212,"Endure"
212,"Facade"
212,"False Swipe"
212,"Focus Energy"
212,"Frustration"
212,"Fury Cutter"
212,"Headbutt"
212,"Hidden Power"
212,"Hyper Beam"
212,"Iron Defense"
212,"Knock Off"
212,"Leer"
212,"Light Screen"
212,"Metal Claw"
212,"Mimic"
212,"Protect"
212,"Pursuit"
212,"Quick Attack"
212,"Rain Dance"
212,"Razor Wind"
212,"Rest"
212,"Return"
212,"Reversal"
212,"Rock Smash"
212,"Safeguard"
212,"Sandstorm"
212,"Sand Tomb"
212,"Secret Power"
212,"Silver Wind"
212,"Slash"
212,"Sleep Talk"
212,"Snore"
212,"Steel Wing"
212,"Strength"
212,"Substitute"
212,"Sunny Day"
212,"Superpower"
212,"Swagger"
212,"Swift"
212,"Swords Dance"
212,"Thief"
212,"Toxic"
212,"Wing Attack"
213,"Acid"
213,"Ancient Power"
213,"Attract"
213,"Bide"
213,"Bind"
213,"Body Slam"
213,"Constrict"
213,"Covet"
213,"Curse"
213,"Defense Curl"
213,"Dig"
213,"Double-Edge"
213,"Double Team"
213,"Earthquake"
213,"Encore"
213,"Endure"
213,"Facade"
213,"Flash"
213,"Frustration"
213,"Headbutt"
213,"Helping Hand"
213,"Hidden Power"
213,"Iron Defense"
213,"Knock Off"
213,"Mimic"
213,"Mud Shot"
213,"Mud-Slap"
213,"Protect"
213,"Rest"
213,"Return"
213,"Reversal"
213,"Rock Blast"
213,"Rock Slide"
213,"Rock Smash"
213,"Rock Throw"
213,"Rock Tomb"
213,"Rollout"
213,"Safeguard"
213,"Sandstorm"
213,"Sand Tomb"
213,"Secret Power"
213,"Sleep Talk"
213,"Sludge Bomb"
213,"Snore"
213,"Strength"
213,"String Shot"
213,"Substitute"
213,"Sunny Day"
213,"Swagger"
213,"Sweet Scent"
213,"Toxic"
213,"Withdraw"
213,"Wrap"
214,"Aerial Ace"
214,"Arm Thrust"
214,"Attract"
214,"Bide"
214,"Body Slam"
214,"Brick Break"
214,"Bulk Up"
214,"Bullet Seed"
214,"Counter"
214,"Curse"
214,"Cut"
214,"Detect"
214,"Dig"
214,"Double-Edge"
214,"Double Team"
214,"Earthquake"
214,"Endure"
214,"Facade"
214,"False Swipe"
214,"Flail"
214,"Focus Punch"
214,"Frustration"
214,"Fury Attack"
214,"Fury Cutter"
214,"Harden"
214,"Headbutt"
214,"Helping Hand"
214,"Hidden Power"
214,"Horn Attack"
214,"Hyper Beam"
214,"Iron Defense"
214,"Knock Off"
214,"Leer"
214,"Low Kick"
214,"Megahorn"
214,"Mimic"
214,"Pin Missile"
214,"Protect"
214,"Pursuit"
214,"Rain Dance"
214,"Rest"
214,"Return"
214,"Revenge"
214,"Reversal"
214,"Rock Blast"
214,"Rock Slide"
214,"Rock Smash"
214,"Rock Tomb"
214,"Secret Power"
214,"Seismic Toss"
214,"Sleep Talk"
214,"Snore"
214,"Spikes"
214,"Strength"
214,"Substitute"
214,"Sunny Day"
214,"Swagger"
214,"Swords Dance"
214,"Tackle"
214,"Take Down"
214,"Thief"
214,"Thrash"
214,"Toxic"
215,"Aerial Ace"
215,"Agility"
215,"Assist"
215,"Attract"
215,"Beat Up"
215,"Bite"
215,"Blizzard"
215,"Brick Break"
215,"Calm Mind"
215,"Counter"
215,"Crush Claw"
215,"Curse"
215,"Cut"
215,"Defense Curl"
215,"Detect"
215,"Dig"
215,"Double-Edge"
215,"Double Team"
215,"Dream Eater"
215,"Dynamic Punch"
215,"Endure"
215,"Facade"
215,"Fake Out"
215,"Fake Tears"
215,"False Swipe"
215,"Feint Attack"
215,"Focus Punch"
215,"Foresight"
215,"Frustration"
215,"Fury Cutter"
215,"Fury Swipes"
215,"Hail"
215,"Headbutt"
215,"Hidden Power"
215,"Ice Beam"
215,"Ice Punch"
215,"Icy Wind"
215,"Iron Tail"
215,"Knock Off"
215,"Leer"
215,"Low Kick"
215,"Mega Kick"
215,"Mega Punch"
215,"Metal Claw"
215,"Mimic"
215,"Mud-Slap"
215,"Nightmare"
215,"Protect"
215,"Psych Up"
215,"Pursuit"
215,"Quick Attack"
215,"Rain Dance"
215,"Reflect"
215,"Rest"
215,"Return"
215,"Rock Smash"
215,"Scratch"
215,"Screech"
215,"Secret Power"
215,"Shadow Ball"
215,"Slash"
215,"Sleep Talk"
215,"Snatch"
215,"Snore"
215,"Spite"
215,"Strength"
215,"Substitute"
215,"Sunny Day"
215,"Surf"
215,"Swagger"
215,"Swift"
215,"Swords Dance"
215,"Taunt"
215,"Thief"
215,"Torment"
215,"Toxic"
215,"Whirlpool"
216,"Aerial Ace"
216,"Attract"
216,"Belly Drum"
216,"Body Slam"
216,"Brick Break"
216,"Bulk Up"
216,"Charm"
216,"Counter"
216,"Covet"
216,"Cross Chop"
216,"Crunch"
216,"Curse"
216,"Cut"
216,"Defense Curl"
216,"Dig"
216,"Double-Edge"
216,"Double Team"
216,"Dynamic Punch"
216,"Earthquake"
216,"Endure"
216,"Facade"
216,"Fake Tears"
216,"Feint Attack"
216,"Fire Punch"
216,"Focus Energy"
216,"Focus Punch"
216,"Frustration"
216,"Fury Cutter"
216,"Fury Swipes"
216,"Headbutt"
216,"Hidden Power"
216,"Hyper Voice"
216,"Ice Punch"
216,"Leer"
216,"Lick"
216,"Mega Kick"
216,"Mega Punch"
216,"Metal Claw"
216,"Metronome"
216,"Mimic"
216,"Mud-Slap"
216,"Protect"
216,"Rain Dance"
216,"Refresh"
216,"Rest"
216,"Return"
216,"Roar"
216,"Rock Slide"
216,"Rock Smash"
216,"Rock Tomb"
216,"Rollout"
216,"Scratch"
216,"Secret Power"
216,"Seismic Toss"
216,"Slash"
216,"Sleep Talk"
216,"Snore"
216,"Strength"
216,"Substitute"
216,"Sunny Day"
216,"Superpower"
216,"Swagger"
216,"Sweet Scent"
216,"Swift"
216,"Swords Dance"
216,"Take Down"
216,"Taunt"
216,"Thief"
216,"Thrash"
216,"Thunder Punch"
216,"Torment"
216,"Toxic"
216,"Yawn"
216,"Zap Cannon"
217,"Aerial Ace"
217,"Attract"
217,"Body Slam"
217,"Brick Break"
217,"Bulk Up"
217,"Counter"
217,"Covet"
217,"Curse"
217,"Cut"
217,"Defense Curl"
217,"Dig"
217,"Double-Edge"
217,"Double Team"
217,"Dynamic Punch"
217,"Earthquake"
217,"Endure"
217,"Facade"
217,"Fake Tears"
217,"Feint Attack"
217,"Fire Punch"
217,"Focus Punch"
217,"Frustration"
217,"Fury Cutter"
217,"Fury Swipes"
217,"Headbutt"
217,"Hidden Power"
217,"Hyper Beam"
217,"Hyper Voice"
217,"Ice Punch"
217,"Leer"
217,"Lick"
217,"Low Kick"
217,"Mega Kick"
217,"Mega Punch"
217,"Metronome"
217,"Mimic"
217,"Mud-Slap"
217,"Protect"
217,"Rain Dance"
217,"Rest"
217,"Return"
217,"Roar"
217,"Rock Slide"
217,"Rock Smash"
217,"Rock Tomb"
217,"Rollout"
217,"Scary Face"
217,"Scratch"
217,"Secret Power"
217,"Seismic Toss"
217,"Slash"
217,"Sleep Talk"
217,"Snore"
217,"Strength"
217,"Substitute"
217,"Sunny Day"
217,"Superpower"
217,"Swagger"
217,"Sweet Scent"
217,"Swift"
217,"Swords Dance"
217,"Taunt"
217,"Thief"
217,"Thrash"
217,"Thunder Punch"
217,"Torment"
217,"Toxic"
217,"Uproar"
217,"Zap Cannon"
218,"Acid Armor"
218,"Amnesia"
218,"Ancient Power"
218,"Attract"
218,"Body Slam"
218,"Curse"
218,"Defense Curl"
218,"Double-Edge"
218,"Double Team"
218,"Ember"
218,"Endure"
218,"Facade"
218,"Fire Blast"
218,"Flamethrower"
218,"Frustration"
218,"Harden"
218,"Heat Wave"
218,"Hidden Power"
218,"Iron Defense"
218,"Light Screen"
218,"Memento"
218,"Mimic"
218,"Mud-Slap"
218,"Nature Power"
218,"Overheat"
218,"Pain Split"
218,"Protect"
218,"Recover"
218,"Reflect"
218,"Rest"
218,"Return"
218,"Rock Slide"
218,"Rock Smash"
218,"Rock Throw"
218,"Rock Tomb"
218,"Rollout"
218,"Secret Power"
218,"Self-Destruct"
218,"Sleep Talk"
218,"Smog"
218,"Smokescreen"
218,"Snore"
218,"Spit Up"
218,"Stockpile"
218,"Substitute"
218,"Sunny Day"
218,"Swagger"
218,"Swallow"
218,"Toxic"
218,"Will-O-Wisp"
218,"Yawn"
219,"Amnesia"
219,"Ancient Power"
219,"Attract"
219,"Body Slam"
219,"Curse"
219,"Defense Curl"
219,"Double-Edge"
219,"Double Team"
219,"Earthquake"
219,"Ember"
219,"Endure"
219,"Explosion"
219,"Facade"
219,"Fire Blast"
219,"Flamethrower"
219,"Frustration"
219,"Harden"
219,"Heat Wave"
219,"Hidden Power"
219,"Hyper Beam"
219,"Iron Defense"
219,"Light Screen"
219,"Mimic"
219,"Mud-Slap"
219,"Nature Power"
219,"Overheat"
219,"Pain Split"
219,"Protect"
219,"Recover"
219,"Reflect"
219,"Refresh"
219,"Rest"
219,"Return"
219,"Rock Slide"
219,"Rock Smash"
219,"Rock Throw"
219,"Rock Tomb"
219,"Rollout"
219,"Sandstorm"
219,"Secret Power"
219,"Self-Destruct"
219,"Sleep Talk"
219,"Smog"
219,"Snore"
219,"Solar Beam"
219,"Strength"
219,"Substitute"
219,"Sunny Day"
219,"Swagger"
219,"Toxic"
219,"Will-O-Wisp"
219,"Yawn"
220,"Amnesia"
220,"Ancient Power"
220,"Attract"
220,"Bite"
220,"Blizzard"
220,"Body Slam"
220,"Charm"
220,"Curse"
220,"Defense Curl"
220,"Detect"
220,"Dig"
220,"Double-Edge"
220,"Double Team"
220,"Earthquake"
220,"Endeavor"
220,"Endure"
220,"Facade"
220,"Fissure"
220,"Flail"
220,"Frustration"
220,"Hail"
220,"Headbutt"
220,"Hidden Power"
220,"Ice Beam"
220,"Icicle Spear"
220,"Icy Wind"
220,"Light Screen"
220,"Mimic"
220,"Mist"
220,"Mud Shot"
220,"Mud-Slap"
220,"Mud Sport"
220,"Odor Sleuth"
220,"Powder Snow"
220,"Protect"
220,"Rain Dance"
220,"Reflect"
220,"Rest"
220,"Return"
220,"Roar"
220,"Rock Slide"
220,"Rock Smash"
220,"Rock Tomb"
220,"Sandstorm"
220,"Sand Tomb"
220,"Scary Face"
220,"Secret Power"
220,"Sleep Talk"
220,"Snore"
220,"Strength"
220,"Substitute"
220,"Superpower"
220,"Swagger"
220,"Tackle"
220,"Take Down"
220,"Toxic"
221,"Amnesia"
221,"Ancient Power"
221,"Attract"
221,"Blizzard"
221,"Body Slam"
221,"Curse"
221,"Defense Curl"
221,"Detect"
221,"Dig"
221,"Double-Edge"
221,"Double Team"
221,"Earthquake"
221,"Endeavor"
221,"Endure"
221,"Facade"
221,"Flail"
221,"Frustration"
221,"Fury Attack"
221,"Hail"
221,"Headbutt"
221,"Hidden Power"
221,"Horn Attack"
221,"Hyper Beam"
221,"Ice Beam"
221,"Icicle Spear"
221,"Icy Wind"
221,"Light Screen"
221,"Mimic"
221,"Mist"
221,"Mud Shot"
221,"Mud-Slap"
221,"Mud Sport"
221,"Odor Sleuth"
221,"Peck"
221,"Powder Snow"
221,"Protect"
221,"Rain Dance"
221,"Reflect"
221,"Rest"
221,"Return"
221,"Roar"
221,"Rock Slide"
221,"Rock Smash"
221,"Rock Tomb"
221,"Sandstorm"
221,"Sand Tomb"
221,"Scary Face"
221,"Secret Power"
221,"Sleep Talk"
221,"Snore"
221,"Strength"
221,"Substitute"
221,"Superpower"
221,"Swagger"
221,"Tackle"
221,"Take Down"
221,"Thrash"
221,"Toxic"
222,"Amnesia"
222,"Ancient Power"
222,"Attract"
222,"Barrier"
222,"Bide"
222,"Blizzard"
222,"Body Slam"
222,"Bubble"
222,"Bubble Beam"
222,"Calm Mind"
222,"Camouflage"
222,"Confuse Ray"
222,"Curse"
222,"Defense Curl"
222,"Dig"
222,"Double-Edge"
222,"Double Team"
222,"Earthquake"
222,"Endeavor"
222,"Endure"
222,"Explosion"
222,"Facade"
222,"Flail"
222,"Frustration"
222,"Hail"
222,"Harden"
222,"Headbutt"
222,"Hidden Power"
222,"Hydro Pump"
222,"Ice Beam"
222,"Icicle Spear"
222,"Icy Wind"
222,"Ingrain"
222,"Iron Defense"
222,"Light Screen"
222,"Magic Coat"
222,"Mimic"
222,"Mirror Coat"
222,"Mist"
222,"Mud-Slap"
222,"Mud Sport"
222,"Nature Power"
222,"Protect"
222,"Psychic"
222,"Rain Dance"
222,"Recover"
222,"Reflect"
222,"Refresh"
222,"Rest"
222,"Return"
222,"Rock Blast"
222,"Rock Slide"
222,"Rock Smash"
222,"Rock Tomb"
222,"Rollout"
222,"Safeguard"
222,"Sandstorm"
222,"Screech"
222,"Secret Power"
222,"Self-Destruct"
222,"Shadow Ball"
222,"Sleep Talk"
222,"Snore"
222,"Spike Cannon"
222,"Strength"
222,"Substitute"
222,"Sunny Day"
222,"Surf"
222,"Swagger"
222,"Tackle"
222,"Toxic"
222,"Water Gun"
222,"Water Pulse"
222,"Whirlpool"
223,"Attract"
223,"Blizzard"
223,"Bounce"
223,"Bubble Beam"
223,"Bullet Seed"
223,"Curse"
223,"Defense Curl"
223,"Dive"
223,"Double-Edge"
223,"Double Team"
223,"Endure"
223,"Facade"
223,"Fire Blast"
223,"Flail"
223,"Flamethrower"
223,"Focus Energy"
223,"Frustration"
223,"Haze"
223,"Helping Hand"
223,"Hidden Power"
223,"Hydro Pump"
223,"Hyper Beam"
223,"Ice Beam"
223,"Icy Wind"
223,"Lock-On"
223,"Mimic"
223,"Mud Shot"
223,"Mud-Slap"
223,"Octazooka"
223,"Protect"
223,"Psybeam"
223,"Psychic"
223,"Rain Dance"
223,"Rest"
223,"Return"
223,"Rock Blast"
223,"Screech"
223,"Secret Power"
223,"Signal Beam"
223,"Sleep Talk"
223,"Snore"
223,"String Shot"
223,"Substitute"
223,"Sunny Day"
223,"Supersonic"
223,"Surf"
223,"Swagger"
223,"Swift"
223,"Thief"
223,"Thunder Wave"
223,"Toxic"
223,"Waterfall"
223,"Water Gun"
223,"Water Pulse"
223,"Water Spout"
223,"Whirlpool"
224,"Attract"
224,"Bind"
224,"Blizzard"
224,"Bounce"
224,"Bubble Beam"
224,"Bullet Seed"
224,"Constrict"
224,"Curse"
224,"Defense Curl"
224,"Dive"
224,"Double-Edge"
224,"Double Team"
224,"Endure"
224,"Facade"
224,"Fire Blast"
224,"Flamethrower"
224,"Focus Energy"
224,"Frustration"
224,"Helping Hand"
224,"Hidden Power"
224,"Hydro Pump"
224,"Hyper Beam"
224,"Ice Beam"
224,"Icy Wind"
224,"Lock-On"
224,"Mimic"
224,"Mud Shot"
224,"Mud-Slap"
224,"Octazooka"
224,"Protect"
224,"Psybeam"
224,"Psychic"
224,"Rain Dance"
224,"Rest"
224,"Return"
224,"Rock Blast"
224,"Screech"
224,"Secret Power"
224,"Seismic Toss"
224,"Signal Beam"
224,"Sleep Talk"
224,"Sludge Bomb"
224,"Snore"
224,"String Shot"
224,"Substitute"
224,"Sunny Day"
224,"Surf"
224,"Swagger"
224,"Swift"
224,"Thief"
224,"Thunder Wave"
224,"Toxic"
224,"Waterfall"
224,"Water Gun"
224,"Water Pulse"
224,"Whirlpool"
224,"Wrap"
225,"Aerial Ace"
225,"Agility"
225,"Attract"
225,"Baton Pass"
225,"Blizzard"
225,"Body Slam"
225,"Bounce"
225,"Brick Break"
225,"Counter"
225,"Curse"
225,"Destiny Bond"
225,"Detect"
225,"Double-Edge"
225,"Double Team"
225,"Endure"
225,"Facade"
225,"Fake Out"
225,"Fly"
225,"Focus Punch"
225,"Frustration"
225,"Future Sight"
225,"Hail"
225,"Headbutt"
225,"Helping Hand"
225,"Hidden Power"
225,"Ice Ball"
225,"Ice Beam"
225,"Ice Punch"
225,"Icicle Spear"
225,"Icy Wind"
225,"Mega Kick"
225,"Mega Punch"
225,"Memento"
225,"Mimic"
225,"Mud-Slap"
225,"Present"
225,"Protect"
225,"Quick Attack"
225,"Rain Dance"
225,"Rapid Spin"
225,"Rest"
225,"Return"
225,"Rollout"
225,"Secret Power"
225,"Seismic Toss"
225,"Signal Beam"
225,"Sky Attack"
225,"Sleep Talk"
225,"Snore"
225,"Spikes"
225,"Splash"
225,"Steel Wing"
225,"Substitute"
225,"Swagger"
225,"Swift"
225,"Thief"
225,"Toxic"
225,"Water Pulse"
225,"Weather Ball"
226,"Aerial Ace"
226,"Agility"
226,"Air Cutter"
226,"Amnesia"
226,"Attract"
226,"Blizzard"
226,"Body Slam"
226,"Bounce"
226,"Bubble"
226,"Bubble Beam"
226,"Bullet Seed"
226,"Confuse Ray"
226,"Curse"
226,"Dive"
226,"Double-Edge"
226,"Double Team"
226,"Earthquake"
226,"Endure"
226,"Facade"
226,"Frustration"
226,"Hail"
226,"Haze"
226,"Headbutt"
226,"Helping Hand"
226,"Hidden Power"
226,"Hydro Pump"
226,"Hyper Beam"
226,"Ice Beam"
226,"Icy Wind"
226,"Mimic"
226,"Mirror Coat"
226,"Mud-Slap"
226,"Mud Sport"
226,"Protect"
226,"Psybeam"
226,"Rain Dance"
226,"Rest"
226,"Return"
226,"Rock Blast"
226,"Rock Slide"
226,"Rock Tomb"
226,"Secret Power"
226,"Signal Beam"
226,"Slam"
226,"Sleep Talk"
226,"Snore"
226,"Splash"
226,"String Shot"
226,"Substitute"
226,"Supersonic"
226,"Surf"
226,"Swagger"
226,"Swift"
226,"Tackle"
226,"Take Down"
226,"Toxic"
226,"Twister"
226,"Waterfall"
226,"Water Gun"
226,"Water Pulse"
226,"Water Sport"
226,"Whirlpool"
226,"Wing Attack"
227,"Aerial Ace"
227,"Agility"
227,"Air Cutter"
227,"Attract"
227,"Counter"
227,"Curse"
227,"Cut"
227,"Detect"
227,"Double-Edge"
227,"Double Team"
227,"Endure"
227,"Facade"
227,"Flash"
227,"Fly"
227,"Frustration"
227,"Fury Attack"
227,"Fury Cutter"
227,"Hidden Power"
227,"Icy Wind"
227,"Iron Defense"
227,"Leer"
227,"Metal Claw"
227,"Metal Sound"
227,"Mimic"
227,"Mud-Slap"
227,"Peck"
227,"Protect"
227,"Pursuit"
227,"Rest"
227,"Return"
227,"Roar"
227,"Rock Slide"
227,"Rock Smash"
227,"Rock Tomb"
227,"Sand Attack"
227,"Sandstorm"
227,"Sand Tomb"
227,"Secret Power"
227,"Sky Attack"
227,"Slash"
227,"Sleep Talk"
227,"Snore"
227,"Spikes"
227,"Steel Wing"
227,"Substitute"
227,"Sunny Day"
227,"Swagger"
227,"Swift"
227,"Swords Dance"
227,"Taunt"
227,"Thief"
227,"Torment"
227,"Toxic"
227,"Twister"
227,"Whirlwind"
227,"Wing Attack"
228,"Attract"
228,"Beat Up"
228,"Bite"
228,"Body Slam"
228,"Charm"
228,"Counter"
228,"Crunch"
228,"Curse"
228,"Destiny Bond"
228,"Detect"
228,"Double-Edge"
228,"Double Team"
228,"Dream Eater"
228,"Ember"
228,"Endure"
228,"Facade"
228,"Feint Attack"
228,"Fire Blast"
228,"Fire Spin"
228,"Flamethrower"
228,"Frustration"
228,"Headbutt"
228,"Heat Wave"
228,"Hidden Power"
228,"Howl"
228,"Hyper Voice"
228,"Iron Tail"
228,"Leer"
228,"Mimic"
228,"Mud-Slap"
228,"Nightmare"
228,"Odor Sleuth"
228,"Overheat"
228,"Protect"
228,"Pursuit"
228,"Rage"
228,"Rest"
228,"Return"
228,"Reversal"
228,"Roar"
228,"Rock Smash"
228,"Role Play"
228,"Secret Power"
228,"Shadow Ball"
228,"Sleep Talk"
228,"Sludge Bomb"
228,"Smog"
228,"Snatch"
228,"Snore"
228,"Solar Beam"
228,"Spite"
228,"Substitute"
228,"Sunny Day"
228,"Super Fang"
228,"Swagger"
228,"Swift"
228,"Taunt"
228,"Thief"
228,"Torment"
228,"Toxic"
228,"Uproar"
228,"Will-O-Wisp"
229,"Attract"
229,"Beat Up"
229,"Bite"
229,"Body Slam"
229,"Counter"
229,"Crunch"
229,"Curse"
229,"Detect"
229,"Double-Edge"
229,"Double Team"
229,"Dream Eater"
229,"Ember"
229,"Endure"
229,"Facade"
229,"Feint Attack"
229,"Fire Blast"
229,"Flamethrower"
229,"Frustration"
229,"Headbutt"
229,"Heat Wave"
229,"Hidden Power"
229,"Howl"
229,"Hyper Beam"
229,"Hyper Voice"
229,"Iron Tail"
229,"Leer"
229,"Mimic"
229,"Mud-Slap"
229,"Nightmare"
229,"Odor Sleuth"
229,"Overheat"
229,"Protect"
229,"Rest"
229,"Return"
229,"Roar"
229,"Rock Smash"
229,"Role Play"
229,"Secret Power"
229,"Shadow Ball"
229,"Sleep Talk"
229,"Sludge Bomb"
229,"Smog"
229,"Snatch"
229,"Snore"
229,"Solar Beam"
229,"Spite"
229,"Strength"
229,"Substitute"
229,"Sunny Day"
229,"Super Fang"
229,"Swagger"
229,"Swift"
229,"Taunt"
229,"Thief"
229,"Torment"
229,"Toxic"
229,"Uproar"
229,"Will-O-Wisp"
230,"Agility"
230,"Attract"
230,"Blizzard"
230,"Body Slam"
230,"Bounce"
230,"Bubble"
230,"Bubble Beam"
230,"Curse"
230,"Dive"
230,"Double-Edge"
230,"Double Team"
230,"Dragon Breath"
230,"Dragon Dance"
230,"Endure"
230,"Facade"
230,"Focus Energy"
230,"Frustration"
230,"Hail"
230,"Headbutt"
230,"Hidden Power"
230,"Hydro Pump"
230,"Hyper Beam"
230,"Ice Beam"
230,"Icy Wind"
230,"Leer"
230,"Mimic"
230,"Muddy Water"
230,"Outrage"
230,"Protect"
230,"Rain Dance"
230,"Rest"
230,"Return"
230,"Secret Power"
230,"Signal Beam"
230,"Sleep Talk"
230,"Smokescreen"
230,"Snore"
230,"Substitute"
230,"Surf"
230,"Swagger"
230,"Swift"
230,"Toxic"
230,"Twister"
230,"Waterfall"
230,"Water Gun"
230,"Water Pulse"
230,"Whirlpool"
230,"Yawn"
231,"Ancient Power"
231,"Attract"
231,"Body Slam"
231,"Charm"
231,"Counter"
231,"Curse"
231,"Defense Curl"
231,"Double-Edge"
231,"Double Team"
231,"Earthquake"
231,"Endeavor"
231,"Endure"
231,"Facade"
231,"Fissure"
231,"Flail"
231,"Focus Energy"
231,"Frustration"
231,"Growl"
231,"Headbutt"
231,"Hidden Power"
231,"Hyper Voice"
231,"Iron Tail"
231,"Knock Off"
231,"Mimic"
231,"Mud-Slap"
231,"Odor Sleuth"
231,"Protect"
231,"Rest"
231,"Return"
231,"Roar"
231,"Rock Slide"
231,"Rock Smash"
231,"Rock Tomb"
231,"Rollout"
231,"Sandstorm"
231,"Secret Power"
231,"Slam"
231,"Sleep Talk"
231,"Snore"
231,"Strength"
231,"Substitute"
231,"Sunny Day"
231,"Superpower"
231,"Swagger"
231,"Tackle"
231,"Take Down"
231,"Toxic"
231,"Water Gun"
232,"Ancient Power"
232,"Attract"
232,"Block"
232,"Body Slam"
232,"Bounce"
232,"Counter"
232,"Curse"
232,"Defense Curl"
232,"Double-Edge"
232,"Double Team"
232,"Earthquake"
232,"Endeavor"
232,"Endure"
232,"Facade"
232,"Flail"
232,"Frustration"
232,"Fury Attack"
232,"Growl"
232,"Headbutt"
232,"Hidden Power"
232,"Horn Attack"
232,"Hyper Beam"
232,"Hyper Voice"
232,"Iron Defense"
232,"Iron Tail"
232,"Knock Off"
232,"Magnitude"
232,"Mimic"
232,"Mud-Slap"
232,"Odor Sleuth"
232,"Protect"
232,"Rapid Spin"
232,"Rest"
232,"Return"
232,"Roar"
232,"Rock Slide"
232,"Rock Smash"
232,"Rock Tomb"
232,"Rollout"
232,"Sandstorm"
232,"Scary Face"
232,"Secret Power"
232,"Slam"
232,"Sleep Talk"
232,"Snore"
232,"Strength"
232,"Substitute"
232,"Sunny Day"
232,"Superpower"
