NDex#,Level,Move
322,19,"Magnitude"
322,25,"Focus Energy"
322,29,"Take Down"
322,31,"Amnesia"
322,35,"Earthquake"
322,41,"Flamethrower"
322,49,"Double-Edge"
274,1,"Pound"
274,3,"Harden"
274,7,"Growth"
274,13,"Nature Power"
274,19,"Fake Out"
274,25,"Torment"
274,31,"Faint Attack"
274,37,"Razor Wind"
274,43,"Swagger"
274,49,"Extrasensory"
224,1,"Water Gun"
224,11,"Constrict"
224,22,"Psybeam"
224,22,"Aurora Beam"
224,22,"BubbleBeam"
224,25,"Octazooka"
224,38,"Focus Energy"
224,54,"Ice Beam"
224,70,"Hyper Beam"
43,1,"Absorb"
43,7,"Sweet Scent"
43,14,"PoisonPowder"
43,16,"Stun Spore"
43,18,"Sleep Powder"
43,23,"Acid"
43,32,"Moonlight"
43,39,"Petal Dance"
138,1,"Constrict"
138,1,"Withdraw"
138,13,"Bite"
138,19,"Water Gun"
138,25,"Mud Shot"
138,31,"Leer"
138,37,"Protect"
138,43,"Tickle"
138,49,"AncientPower"
138,55,"Hydro Pump"
139,1,"Constrict"
139,1,"Withdraw"
139,1,"Bite"
139,13,"Bite"
139,19,"Water Gun"
139,25,"Mud Shot"
139,31,"Leer"
139,37,"Protect"
139,40,"Spike Cannon"
139,46,"Tickle"
139,55,"AncientPower"
139,65,"Hydro Pump"
95,1,"Tackle"
95,1,"Screech"
95,9,"Bind"
95,13,"Rock Throw"
95,21,"Harden"
95,25,"Rage"
95,33,"Sandstorm"
95,37,"Slam"
95,45,"Iron Tail"
95,49,"Sand Tomb"
95,57,"Double-Edge"
46,1,"Scratch"
46,7,"Stun Spore"
46,13,"PoisonPowder"
46,19,"Leech Life"
46,25,"Spore"
46,31,"Slash"
46,37,"Growth"
46,43,"Giga Drain"
46,49,"Aromatherapy"
47,1,"Scratch"
47,1,"Stun Spore"
47,1,"PoisonPowder"
47,7,"Stun Spore"
47,13,"PoisonPowder"
47,19,"Leech Life"
47,27,"Spore"
47,35,"Slash"
47,43,"Growth"
47,51,"Giga Drain"
47,59,"Aromatherapy"
279,1,"Growl"
279,1,"Water Gun"
279,1,"Water Sport"
279,1,"Wing Attack"
279,3,"Water Gun"
279,7,"Supersonic"
279,13,"Wing Attack"
279,21,"Mist"
279,25,"Protect"
279,33,"Stockpile"
279,33,"Swallow"
279,47,"Spit Up"
279,61,"Hydro Pump"
53,1,"Scratch"
53,1,"Growl"
53,1,"Bite"
53,11,"Bite"
53,20,"Pay Day"
53,29,"Faint Attack"
53,38,"Screech"
53,46,"Fury Swipes"
53,53,"Slash"
53,59,"Fake Out"
231,1,"Odor Sleuth"
231,1,"Tackle"
231,1,"Growl"
231,9,"Defense Curl"
231,17,"Flail"
231,25,"Take Down"
231,33,"Rollout"
231,41,"Endure"
231,49,"Double-Edge"
172,1,"ThunderShock"
172,1,"Charm"
172,6,"Tail Whip"
172,8,"Thunder Wave"
172,11,"Sweet Kiss"
18,1,"Tackle"
18,1,"Sand-Attack"
18,1,"Gust"
18,1,"Quick Attack"
18,5,"Sand-Attack"
18,9,"Gust"
18,13,"Quick Attack"
18,20,"Whirlwind"
18,27,"Wing Attack"
18,34,"FeatherDance"
18,48,"Agility"
18,62,"Mirror Move"
17,1,"Tackle"
17,1,"Sand-Attack"
17,1,"Gust"
17,5,"Sand-Attack"
17,9,"Gust"
17,13,"Quick Attack"
17,20,"Whirlwind"
17,27,"Wing Attack"
17,34,"FeatherDance"
17,43,"Agility"
17,52,"Mirror Move"
16,1,"Tackle"
16,5,"Sand-Attack"
16,9,"Gust"
16,13,"Quick Attack"
16,19,"Whirlwind"
16,25,"Wing Attack"
16,31,"FeatherDance"
16,39,"Agility"
16,47,"Mirror Move"
25,1,"ThunderShock"
25,1,"Growl"
25,6,"Tail Whip"
25,8,"Thunder Wave"
25,11,"Quick Attack"
25,15,"Double Team"
25,20,"Slam"
25,26,"Thunderbolt"
25,33,"Agility"
25,41,"Thunder"
25,50,"Light Screen"
221,1,"Horn Attack"
221,1,"Odor Sleuth"
221,1,"Powder Snow"
221,1,"Endure"
221,10,"Powder Snow"
221,19,"Endure"
221,28,"Take Down"
221,33,"Fury Attack"
221,42,"Mist"
221,56,"Blizzard"
221,70,"Amnesia"
204,1,"Tackle"
204,1,"Protect"
204,8,"Selfdestruct"
204,15,"Take Down"
204,22,"Rapid Spin"
204,29,"Bide"
204,36,"Explosion"
204,43,"Spikes"
204,50,"Double-Edge"
127,1,"ViceGrip"
127,1,"Focus Energy"
127,7,"Bind"
127,13,"Seismic Toss"
127,19,"Harden"
127,25,"Revenge"
127,31,"Brick Break"
127,37,"Guillotine"
127,43,"Submission"
127,49,"Swords Dance"
311,1,"Growl"
311,4,"Thunder Wave"
311,10,"Quick Attack"
311,13,"Helping Hand"
311,19,"Spark"
311,22,"Encore"
311,28,"Fake Tears"
311,31,"Charge"
311,37,"Thunder"
311,40,"Baton Pass"
311,47,"Agility"
186,1,"Water Gun"
186,1,"Hypnosis"
186,1,"DoubleSlap"
186,1,"Perish Song"
186,35,"Perish Song"
186,51,"Swagger"
60,1,"Bubble"
60,7,"Hypnosis"
60,13,"Water Gun"
60,19,"DoubleSlap"
60,25,"Rain Dance"
60,31,"Body Slam"
60,37,"Belly Drum"
60,43,"Hydro Pump"
61,1,"Bubble"
61,1,"Hypnosis"
61,1,"Water Gun"
61,7,"Hypnosis"
61,13,"Water Gun"
61,19,"DoubleSlap"
61,27,"Rain Dance"
61,35,"Body Slam"
61,43,"Belly Drum"
61,51,"Hydro Pump"
62,1,"Water Gun"
62,1,"Hypnosis"
62,1,"DoubleSlap"
62,1,"Submission"
62,35,"Submission"
62,51,"Mind Reader"
77,5,"Growl"
77,9,"Tail Whip"
77,14,"Ember"
77,19,"Stomp"
77,25,"Fire Spin"
77,31,"Take Down"
77,38,"Agility"
77,45,"Bounce"
77,53,"Fire Blast"
261,1,"Tackle"
261,5,"Howl"
261,9,"Sand-Attack"
261,13,"Bite"
261,17,"Odor Sleuth"
261,21,"Roar"
261,25,"Swagger"
261,29,"Scary Face"
261,33,"Take Down"
261,37,"Taunt"
261,41,"Crunch"
261,45,"Thief"
137,1,"Tackle"
137,1,"Conversion"
137,1,"Conversion 2"
137,9,"Agility"
137,12,"Psybeam"
137,20,"Recover"
137,24,"Sharpen"
137,32,"Lock-On"
137,36,"Tri Attack"
137,44,"Recycle"
137,48,"Zap Cannon"
233,1,"Tackle"
233,1,"Conversion"
233,1,"Conversion 2"
233,9,"Agility"
233,12,"Psybeam"
233,20,"Recover"
233,24,"Defense Curl"
233,32,"Lock-On"
233,36,"Tri Attack"
233,44,"Recycle"
233,48,"Zap Cannon"
57,1,"Scratch"
57,1,"Leer"
57,1,"Low Kick"
57,1,"Rage"
57,9,"Low Kick"
57,15,"Karate Chop"
57,21,"Fury Swipes"
57,27,"Focus Energy"
57,28,"Rage"
57,36,"Seismic Toss"
57,45,"Cross Chop"
57,54,"Screech"
57,63,"Thrash"
54,1,"Scratch"
54,1,"Water Sport"
54,5,"Tail Whip"
54,10,"Disable"
54,16,"Confusion"
54,23,"Screech"
54,31,"Psych Up"
54,40,"Fury Swipes"
54,50,"Hydro Pump"
247,1,"Bite"
247,1,"Leer"
247,1,"Sandstorm"
247,1,"Screech"
247,8,"Sandstorm"
247,15,"Screech"
247,22,"Rock Slide"
247,29,"Thrash"
247,38,"Scary Face"
247,47,"Crunch"
247,56,"Earthquake"
247,65,"Hyper Beam"
195,1,"Water Gun"
195,1,"Tail Whip"
195,11,"Slam"
195,16,"Mud Shot"
195,23,"Amnesia"
195,35,"Yawn"
195,42,"Earthquake"
195,49,"Rain Dance"
195,61,"Mist"
195,61,"Haze"
156,1,"Tackle"
156,1,"Leer"
156,1,"SmokeScreen"
156,6,"SmokeScreen"
156,12,"Ember"
156,21,"Quick Attack"
156,31,"Flame Wheel"
156,42,"Swift"
156,54,"Flamethrower"
211,1,"Spikes"
211,1,"Tackle"
211,1,"Poison Sting"
211,10,"Harden"
211,10,"Minimize"
211,19,"Water Gun"
211,28,"Pin Missile"
211,37,"Take Down"
211,46,"Hydro Pump"
26,1,"ThunderShock"
26,1,"Tail Whip"
26,1,"Quick Attack"
26,1,"Thunderbolt"
243,1,"Bite"
243,1,"Leer"
243,11,"ThunderShock"
243,21,"Roar"
243,31,"Quick Attack"
243,41,"Spark"
243,51,"Reflect"
243,61,"Crunch"
243,71,"Thunder"
243,81,"Calm Mind"
280,1,"Growl"
280,6,"Confusion"
280,11,"Double Team"
280,16,"Teleport"
280,21,"Calm Mind"
280,26,"Psychic"
280,31,"Imprison"
280,36,"Future Sight"
280,41,"Hypnosis"
280,46,"Dream Eater"
78,1,"Growl"
78,1,"Tail Whip"
78,1,"Ember"
78,5,"Growl"
78,9,"Tail Whip"
78,14,"Ember"
78,19,"Stomp"
78,25,"Fire Spin"
78,31,"Take Down"
78,38,"Agility"
78,40,"Fury Attack"
78,50,"Bounce"
78,63,"Fire Blast"
20,1,"Tackle"
20,1,"Tail Whip"
20,1,"Quick Attack"
20,7,"Quick Attack"
20,13,"Hyper Fang"
20,20,"Scary Face"
20,30,"Pursuit"
20,40,"Super Fang"
20,50,"Endeavor"
19,1,"Tackle"
19,1,"Tail Whip"
19,7,"Quick Attack"
19,13,"Hyper Fang"
19,20,"Focus Energy"
19,27,"Pursuit"
19,34,"Super Fang"
19,41,"Endeavor"
384,1,"Twister"
384,5,"Scary Face"
384,15,"AncientPower"
384,20,"Dragon Claw"
384,30,"Dragon Dance"
384,35,"Crunch"
384,45,"Fly"
384,50,"Rest"
384,60,"ExtremeSpeed"
384,65,"Outrage"
384,75,"Hyper Beam"
378,1,"Explosion"
378,9,"Icy Wind"
378,17,"Curse"
378,25,"Superpower"
378,33,"AncientPower"
378,41,"Amnesia"
378,49,"Zap Cannon"
378,57,"Lock-On"
378,65,"Hyper Beam"
377,1,"Explosion"
377,9,"Rock Throw"
377,17,"Curse"
377,25,"Superpower"
377,33,"AncientPower"
377,41,"Iron Defense"
377,49,"Zap Cannon"
377,57,"Lock-On"
377,65,"Hyper Beam"
379,1,"Explosion"
379,9,"Metal Claw"
379,17,"Curse"
379,25,"Superpower"
379,33,"AncientPower"
379,41,"Amnesia"
379,41,"Iron Defense"
379,49,"Zap Cannon"
379,57,"Lock-On"
379,65,"Hyper Beam"
369,1,"Harden"
369,1,"Tackle"
369,8,"Water Gun"
369,15,"Rock Tomb"
369,22,"Yawn"
369,29,"Take Down"
369,36,"Mud Sport"
369,43,"AncientPower"
369,50,"Rest"
369,57,"Double-Edge"
369,64,"Hydro Pump"
223,1,"Water Gun"
223,11,"Lock-On"
223,22,"Psybeam"
223,22,"Aurora Beam"
223,22,"BubbleBeam"
223,33,"Focus Energy"
223,44,"Ice Beam"
223,55,"Hyper Beam"
112,1,"Horn Attack"
112,1,"Tail Whip"
112,1,"Stomp"
112,1,"Fury Attack"
112,10,"Stomp"
112,15,"Fury Attack"
112,24,"Scary Face"
112,29,"Rock Blast"
112,38,"Horn Drill"
112,46,"Take Down"
112,58,"Earthquake"
112,66,"Megahorn"
111,1,"Horn Attack"
111,1,"Tail Whip"
111,10,"Stomp"
111,15,"Fury Attack"
111,24,"Scary Face"
111,29,"Rock Blast"
111,38,"Horn Drill"
111,43,"Take Down"
111,52,"Earthquake"
111,57,"Megahorn"
315,1,"Absorb"
315,5,"Growth"
315,9,"Poison Sting"
315,13,"Stun Spore"
315,17,"Mega Drain"
315,21,"Leech Seed"
315,25,"Magical Leaf"
315,29,"GrassWhistle"
315,33,"Giga Drain"
315,37,"Sweet Scent"
315,41,"Ingrain"
315,45,"Toxic"
315,49,"Petal Dance"
315,53,"Aromatherapy"
315,57,"Synthesis"
302,1,"Scratch"
302,1,"Leer"
302,5,"Foresight"
302,9,"Night Shade"
302,13,"Astonish"
302,17,"Fury Swipes"
302,21,"Fake Out"
302,25,"Detect"
302,29,"Faint Attack"
302,33,"Knock Off"
302,37,"Confuse Ray"
302,41,"Shadow Ball"
302,45,"Mean Look"
373,1,"Rage"
373,1,"Bite"
373,1,"Leer"
373,1,"Headbutt"
373,5,"Bite"
373,9,"Leer"
373,17,"Headbutt"
373,21,"Focus Energy"
373,25,"Ember"
373,30,"Protect"
373,38,"DragonBreath"
373,47,"Scary Face"
373,50,"Fly"
373,61,"Crunch"
373,79,"Dragon Claw"
373,93,"Double-Edge"
27,1,"Scratch"
27,6,"Defense Curl"
27,11,"Sand-Attack"
27,17,"Poison Sting"
27,23,"Slash"
27,30,"Swift"
27,37,"Fury Swipes"
27,45,"Sand Tomb"
27,53,"Sandstorm"
28,1,"Scratch"
28,1,"Defense Curl"
28,1,"Sand-Attack"
28,6,"Defense Curl"
28,11,"Sand-Attack"
28,17,"Poison Sting"
28,24,"Slash"
28,33,"Swift"
28,42,"Fury Swipes"
28,52,"Sand Tomb"
28,62,"Sandstorm"
254,1,"Pound"
254,1,"Leer"
254,1,"Absorb"
254,1,"Quick Attack"
254,6,"Absorb"
254,11,"Quick Attack"
254,16,"Fury Cutter"
254,17,"Pursuit"
254,23,"Screech"
254,29,"Leaf Blade"
254,35,"Agility"
254,43,"Slam"
254,51,"Detect"
254,59,"False Swipe"
212,1,"Quick Attack"
212,1,"Leer"
212,6,"Focus Energy"
212,11,"Pursuit"
212,16,"False Swipe"
212,21,"Agility"
212,26,"Metal Claw"
212,31,"Slash"
212,36,"Swords Dance"
212,46,"Fury Cutter"
123,1,"Quick Attack"
123,1,"Leer"
123,6,"Focus Energy"
123,11,"Pursuit"
123,16,"False Swipe"
123,21,"Agility"
123,26,"Wing Attack"
123,31,"Slash"
123,36,"Swords Dance"
123,41,"Double Team"
123,46,"Fury Cutter"
117,1,"Bubble"
117,1,"SmokeScreen"
117,1,"Leer"
117,1,"Water Gun"
117,8,"SmokeScreen"
117,15,"Leer"
117,22,"Water Gun"
117,29,"Twister"
117,40,"Agility"
117,51,"Hydro Pump"
117,62,"Dragon Dance"
119,1,"Peck"
119,1,"Tail Whip"
119,1,"Water Sport"
119,1,"Supersonic"
119,10,"Supersonic"
119,15,"Horn Attack"
119,24,"Flail"
119,29,"Fury Attack"
119,41,"Waterfall"
119,49,"Horn Drill"
119,61,"Agility"
364,1,"Powder Snow"
364,1,"Growl"
364,1,"Water Gun"
364,7,"Encore"
364,13,"Ice Ball"
364,19,"Body Slam"
364,25,"Aurora Beam"
364,31,"Hail"
364,39,"Rest"
364,39,"Snore"
364,47,"Blizzard"
364,55,"Sheer Cold"
273,1,"Bide"
273,3,"Harden"
273,7,"Growth"
273,13,"Nature Power"
273,21,"Synthesis"
273,31,"Sunny Day"
273,43,"Explosion"
86,1,"Headbutt"
86,9,"Growl"
86,17,"Icy Wind"
86,21,"Aurora Beam"
86,29,"Rest"
86,37,"Take Down"
86,41,"Ice Beam"
86,49,"Safeguard"
161,1,"Scratch"
161,4,"Defense Curl"
161,7,"Quick Attack"
161,12,"Fury Swipes"
161,17,"Helping Hand"
161,24,"Slam"
161,31,"Follow Me"
161,40,"Rest"
161,49,"Amnesia"
336,1,"Wrap"
336,7,"Lick"
336,10,"Bite"
336,16,"Poison Tail"
336,19,"Screech"
336,25,"Glare"
336,28,"Crunch"
336,34,"Poison Fang"
336,37,"Swagger"
336,43,"Haze"
319,1,"Bite"
319,1,"Leer"
319,1,"Rage"
319,1,"Focus Energy"
319,7,"Rage"
319,13,"Focus Energy"
319,16,"Scary Face"
319,22,"Crunch"
319,28,"Screech"
319,33,"Slash"
319,38,"Taunt"
319,43,"Swagger"
319,48,"Skull Bash"
319,53,"Agility"
292,1,"Scratch"
292,1,"Harden"
292,5,"Leech Life"
292,9,"Sand-Attack"
292,14,"Fury Swipes"
292,19,"Mind Reader"
292,25,"Spite"
292,31,"Confuse Ray"
292,38,"Shadow Ball"
292,45,"Grudge"
372,1,"Rage"
372,1,"Bite"
372,1,"Leer"
372,1,"Headbutt"
372,5,"Bite"
372,9,"Leer"
372,17,"Headbutt"
372,21,"Focus Energy"
372,25,"Ember"
372,30,"Protect"
372,38,"DragonBreath"
372,47,"Scary Face"
372,56,"Crunch"
372,69,"Dragon Claw"
372,78,"Double-Edge"
90,1,"Tackle"
90,1,"Withdraw"
90,9,"Supersonic"
90,17,"Aurora Beam"
90,25,"Protect"
90,33,"Leer"
90,41,"Clamp"
90,49,"Ice Beam"
275,1,"Pound"
275,1,"Harden"
275,1,"Growth"
275,1,"Nature Power"
285,1,"Absorb"
285,4,"Tackle"
285,7,"Stun Spore"
285,10,"Leech Seed"
285,16,"Mega Drain"
285,22,"Headbutt"
285,28,"PoisonPowder"
285,36,"Growth"
285,45,"Giga Drain"
285,54,"Spore"
213,1,"Constrict"
213,1,"Withdraw"
213,9,"Wrap"
213,14,"Encore"
213,23,"Safeguard"
213,28,"Bide"
213,37,"Rest"
353,1,"Knock Off"
353,8,"Screech"
353,13,"Night Shade"
353,20,"Curse"
353,25,"Spite"
353,32,"Will-O-Wisp"
353,37,"Faint Attack"
353,44,"Shadow Ball"
353,49,"Snatch"
353,56,"Grudge"
266,1,"Harden"
266,7,"Harden"
227,1,"Leer"
227,1,"Peck"
227,10,"Sand-Attack"
227,13,"Swift"
227,16,"Agility"
227,26,"Fury Attack"
227,29,"Air Cutter"
227,32,"Steel Wing"
227,42,"Spikes"
227,45,"Metal Sound"
188,1,"Splash"
188,1,"Synthesis"
188,1,"Tail Whip"
188,1,"Tackle"
188,5,"Synthesis"
188,5,"Tail Whip"
188,10,"Tackle"
188,13,"PoisonPowder"
188,15,"Stun Spore"
188,17,"Sleep Powder"
188,22,"Leech Seed"
188,29,"Cotton Spore"
188,36,"Mega Drain"
300,1,"Growl"
300,1,"Tackle"
300,3,"Tail Whip"
300,7,"Attract"
300,13,"Sing"
300,15,"DoubleSlap"
300,19,"Assist"
300,25,"Charm"
300,27,"Faint Attack"
300,31,"Covet"
300,37,"Heal Bell"
300,39,"Double-Edge"
289,1,"Scratch"
289,1,"Yawn"
289,1,"Encore"
289,1,"Slack Off"
289,7,"Encore"
289,13,"Slack Off"
289,19,"Faint Attack"
289,25,"Amnesia"
289,31,"Covet"
289,36,"Swagger"
289,37,"Counter"
289,43,"Flail"
287,1,"Scratch"
287,1,"Yawn"
287,7,"Encore"
287,13,"Slack Off"
287,19,"Faint Attack"
287,25,"Amnesia"
287,31,"Covet"
287,37,"Counter"
287,43,"Flail"
80,1,"Curse"
80,1,"Tackle"
80,1,"Yawn"
80,1,"Growl"
80,6,"Growl"
80,15,"Water Gun"
80,20,"Confusion"
80,29,"Disable"
80,34,"Headbutt"
80,37,"Withdraw"
80,46,"Amnesia"
80,54,"Psychic"
199,1,"Curse"
199,1,"Tackle"
199,1,"Yawn"
199,6,"Growl"
199,15,"Water Gun"
199,20,"Confusion"
199,29,"Disable"
199,34,"Headbutt"
199,43,"Swagger"
199,48,"Psychic"
79,1,"Curse"
79,1,"Tackle"
79,1,"Yawn"
79,6,"Growl"
79,15,"Water Gun"
79,20,"Confusion"
79,29,"Disable"
79,34,"Headbutt"
79,43,"Amnesia"
79,48,"Psychic"
218,1,"Smog"
218,1,"Yawn"
218,8,"Ember"
218,15,"Rock Throw"
218,22,"Harden"
218,29,"Amnesia"
218,36,"Flamethrower"
218,43,"Rock Slide"
218,50,"Body Slam"
235,1,"Sketch"
235,11,"Sketch"
235,21,"Sketch"
235,31,"Sketch"
235,41,"Sketch"
235,51,"Sketch"
235,61,"Sketch"
235,71,"Sketch"
235,81,"Sketch"
235,91,"Sketch"
238,1,"Pound"
238,1,"Lick"
238,9,"Sweet Kiss"
238,13,"Powder Snow"
238,21,"Confusion"
238,25,"Sing"
238,33,"Mean Look"
238,37,"Fake Tears"
238,45,"Psychic"
238,49,"Perish Song"
238,57,"Blizzard"
215,1,"Scratch"
215,1,"Leer"
215,1,"Taunt"
215,8,"Quick Attack"
215,15,"Screech"
215,22,"Faint Attack"
215,29,"Fury Swipes"
215,36,"Agility"
215,43,"Icy Wind"
215,50,"Slash"
215,57,"Beat Up"
215,64,"Metal Claw"
143,1,"Tackle"
143,6,"Amnesia"
143,10,"Defense Curl"
143,15,"Belly Drum"
143,19,"Headbutt"
143,24,"Yawn"
143,28,"Rest"
143,28,"Snore"
143,33,"Body Slam"
143,37,"Block"
143,42,"Covet"
143,46,"Rollout"
143,51,"Hyper Beam"
361,1,"Powder Snow"
361,1,"Leer"
361,7,"Double Team"
361,10,"Bite"
361,16,"Icy Wind"
361,19,"Headbutt"
361,25,"Protect"
361,28,"Crunch"
361,34,"Ice Beam"
361,37,"Hail"
361,43,"Blizzard"
209,1,"Tackle"
209,1,"Scary Face"
209,4,"Tail Whip"
209,8,"Charm"
209,13,"Bite"
209,19,"Lick"
209,26,"Roar"
209,34,"Rage"
209,43,"Take Down"
209,53,"Crunch"
338,1,"Tackle"
338,1,"Harden"
338,7,"Confusion"
338,13,"Rock Throw"
338,19,"Fire Spin"
338,25,"Psywave"
338,31,"Cosmic Power"
338,37,"Rock Slide"
338,43,"SolarBeam"
338,49,"Explosion"
21,1,"Peck"
21,1,"Growl"
21,7,"Leer"
21,13,"Fury Attack"
21,19,"Pursuit"
21,25,"Aerial Ace"
21,31,"Mirror Move"
21,37,"Drill Peck"
21,43,"Agility"
363,1,"Powder Snow"
363,1,"Growl"
363,1,"Water Gun"
363,7,"Encore"
363,13,"Ice Ball"
363,19,"Body Slam"
363,25,"Aurora Beam"
363,31,"Hail"
363,37,"Rest"
363,37,"Snore"
363,43,"Blizzard"
363,49,"Sheer Cold"
167,1,"Poison Sting"
167,1,"String Shot"
167,6,"Scary Face"
167,11,"Constrict"
167,17,"Night Shade"
167,23,"Leech Life"
167,30,"Fury Swipes"
167,37,"Spider Web"
167,45,"Agility"
167,53,"Psychic"
327,1,"Tackle"
327,5,"Uproar"
327,12,"Faint Attack"
327,16,"Psybeam"
327,23,"Hypnosis"
327,27,"Dizzy Punch"
327,34,"Teeter Dance"
327,38,"Psych Up"
327,45,"Double-Edge"
327,49,"Flail"
327,56,"Thrash"
325,1,"Splash"
325,7,"Psywave"
325,10,"Odor Sleuth"
325,16,"Psybeam"
325,19,"Psych Up"
325,25,"Confuse Ray"
325,28,"Magic Coat"
325,34,"Psychic"
325,37,"Rest"
325,37,"Snore"
325,43,"Bounce"
7,1,"Tackle"
7,4,"Tail Whip"
7,7,"Bubble"
7,10,"Withdraw"
7,13,"Water Gun"
7,18,"Bite"
7,23,"Rapid Spin"
7,28,"Protect"
7,33,"Rain Dance"
7,40,"Skull Bash"
7,47,"Hydro Pump"
234,1,"Tackle"
234,7,"Leer"
234,13,"Astonish"
234,19,"Hypnosis"
234,25,"Stomp"
234,31,"Sand-Attack"
234,37,"Take Down"
234,43,"Confuse Ray"
234,49,"Calm Mind"
121,1,"Water Gun"
121,1,"Rapid Spin"
121,1,"Recover"
121,1,"Swift"
121,33,"Confuse Ray"
120,1,"Tackle"
120,1,"Harden"
120,6,"Water Gun"
120,10,"Rapid Spin"
120,15,"Recover"
120,19,"Camouflage"
120,24,"Swift"
120,28,"BubbleBeam"
120,33,"Minimize"
120,37,"Light Screen"
120,42,"Cosmic Power"
120,46,"Hydro Pump"
208,1,"Tackle"
208,1,"Screech"
208,9,"Bind"
208,13,"Rock Throw"
208,21,"Harden"
208,25,"Rage"
208,33,"Sandstorm"
208,37,"Slam"
208,45,"Iron Tail"
208,49,"Crunch"
208,57,"Double-Edge"
185,1,"Rock Throw"
185,1,"Mimic"
185,9,"Flail"
185,17,"Low Kick"
185,25,"Rock Slide"
185,33,"Block"
185,41,"Faint Attack"
185,49,"Slam"
185,57,"Double-Edge"
245,1,"Bite"
245,1,"Leer"
245,11,"BubbleBeam"
245,21,"Rain Dance"
245,31,"Gust"
245,41,"Aurora Beam"
245,51,"Mist"
245,61,"Mirror Coat"
245,71,"Hydro Pump"
245,81,"Calm Mind"
192,1,"Absorb"
192,1,"Pound"
192,6,"Growth"
192,13,"Razor Leaf"
192,18,"Ingrain"
192,25,"Bullet Seed"
192,30,"Sunny Day"
192,37,"Petal Dance"
192,42,"SolarBeam"
191,1,"Absorb"
191,6,"Growth"
191,13,"Mega Drain"
191,18,"Ingrain"
191,25,"Endeavor"
191,30,"Sunny Day"
191,37,"Synthesis"
191,42,"Giga Drain"
283,1,"Bubble"
283,7,"Quick Attack"
283,13,"Sweet Scent"
283,19,"Water Sport"
283,25,"BubbleBeam"
283,31,"Agility"
283,37,"Mist"
283,37,"Haze"
333,1,"Peck"
333,1,"Growl"
333,8,"Astonish"
333,11,"Sing"
333,18,"Fury Attack"
333,21,"Safeguard"
333,28,"Mist"
333,31,"Take Down"
333,38,"Mirror Move"
333,41,"Refresh"
333,48,"Perish Song"
317,1,"Pound"
317,1,"Yawn"
317,1,"Poison Gas"
317,1,"Sludge"
317,6,"Yawn"
317,9,"Poison Gas"
317,14,"Sludge"
317,17,"Amnesia"
317,23,"Encore"
317,26,"Body Slam"
317,31,"Toxic"
317,40,"Stockpile"
317,40,"Spit Up"
317,40,"Swallow"
317,48,"Sludge Bomb"
260,1,"Tackle"
260,1,"Growl"
260,1,"Mud-Slap"
260,1,"Water Gun"
260,6,"Mud-Slap"
260,10,"Water Gun"
260,15,"Bide"
260,16,"Mud Shot"
260,20,"Foresight"
260,25,"Mud Sport"
260,31,"Take Down"
260,39,"Muddy Water"
260,46,"Protect"
260,52,"Earthquake"
260,61,"Endeavor"
277,1,"Peck"
277,1,"Growl"
277,1,"Focus Energy"
277,1,"Quick Attack"
277,4,"Focus Energy"
277,8,"Quick Attack"
277,13,"Wing Attack"
277,19,"Double Team"
277,28,"Endeavor"
277,38,"Aerial Ace"
277,49,"Agility"
220,1,"Tackle"
220,1,"Odor Sleuth"
220,10,"Powder Snow"
220,19,"Endure"
220,28,"Take Down"
220,37,"Mist"
220,46,"Blizzard"
220,55,"Amnesia"
276,1,"Peck"
276,1,"Growl"
276,4,"Focus Energy"
276,8,"Quick Attack"
276,13,"Wing Attack"
276,19,"Double Team"
276,26,"Endeavor"
276,34,"Aerial Ace"
276,43,"Agility"
114,1,"Ingrain"
114,1,"Constrict"
114,4,"Sleep Powder"
114,10,"Absorb"
114,13,"Growth"
114,19,"PoisonPowder"
114,22,"Vine Whip"
114,28,"Bind"
114,31,"Mega Drain"
114,37,"Stun Spore"
114,40,"Slam"
114,46,"Tickle"
128,1,"Tackle"
128,4,"Tail Whip"
128,8,"Rage"
128,13,"Horn Attack"
128,19,"Scary Face"
128,26,"Pursuit"
128,34,"Rest"
128,43,"Thrash"
128,53,"Take Down"
216,1,"Scratch"
216,1,"Leer"
216,7,"Lick"
216,13,"Fury Swipes"
216,19,"Fake Tears"
216,25,"Faint Attack"
216,31,"Rest"
216,37,"Slash"
216,43,"Snore"
216,49,"Thrash"
72,1,"Poison Sting"
72,6,"Supersonic"
72,12,"Constrict"
72,19,"Acid"
72,25,"BubbleBeam"
72,30,"Wrap"
72,36,"Barrier"
72,43,"Screech"
72,49,"Hydro Pump"
73,1,"Poison Sting"
73,1,"Supersonic"
73,1,"Constrict"
73,6,"Supersonic"
73,12,"Constrict"
73,19,"Acid"
73,25,"BubbleBeam"
73,30,"Wrap"
73,38,"Barrier"
73,47,"Screech"
73,55,"Hydro Pump"
175,1,"Growl"
175,1,"Charm"
175,6,"Metronome"
175,11,"Sweet Kiss"
175,16,"Yawn"
175,21,"Encore"
175,26,"Follow Me"
175,31,"Wish"
175,36,"Safeguard"
175,41,"Double-Edge"
176,1,"Growl"
176,1,"Charm"
176,6,"Metronome"
176,11,"Sweet Kiss"
176,16,"Yawn"
176,21,"Encore"
176,26,"Follow Me"
176,31,"Wish"
176,36,"Safeguard"
176,41,"Double-Edge"
255,1,"Scratch"
255,1,"Growl"
255,7,"Focus Energy"
255,10,"Ember"
255,16,"Peck"
